"Name","Path","Size","Date Modified"
"(C84) [せとらん ((イトウペコ、タンノポコ)] Melty Melty (東方Project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\とりあえず(仮) (とろろ)","26124813","2013/10/9 8:39"
"(C84) [せみもぐら (由家)] TS学園ワンダフル2 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\せみもぐら (由家)","19457302","2013/8/12 23:00"
"(C84) [ぞんびと愉快な仲間たち (すーぱーぞんび)] 93しきさんそぎょらい (艦隊これくしょん).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","37293191","2013/9/22 1:18"
"(C84) [たかねの花園 (たかねのはな)]  Lolita Splatter.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\たかねのはな(たかねの花園）","38560823","2013/9/8 9:00"
"(C84) [たくみな無知 (たくみなむち)] ウラコイ (ニセコイ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\たくみなむち","26316561","2013/8/13 13:41"
"(C84) [たくみな無知 (たくみなむち)] 食べごろみかん (ToLOVEる-とらぶる-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\たくみなむち","16663067","2013/8/15 8:58"
"(C84) [たんぽぽ水産 (INAGO)] インモラルキャット (変態王子と笑わない猫。).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\たんぽぽ水産 (INAGO)","14565134","2013/9/8 2:26"
"(C84) [だらぶち堂 (だらぶち)] VALKYRIA (戦場のヴァルキュリア (シリーズ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\だらぶち堂 (だらぶち)","84216778","2013/8/21 13:18"
"(C84) [だらぶち堂 (だらぶち)] VALKYRIA (戦場のヴァルキュリア).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\だらぶち堂 (だらぶち)","31430973","2013/8/19 2:21"
"(C84) [てっちゃんハト (みなすきぽぷり)] MIZUHO and ARISA.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\てっちゃんハト (みなすきぽぷり)","31621021","2013/11/28 17:17"
"(C84) [てろめあな (ぐすたふ)] 脱がせたいんですか？プロデューサーさん (アイドルマスター).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\てろめあな (ぐすたふ)","73349048","2014/8/13 11:34"
"(C84) [とらいあんぐる！] 少子化対策で秋葉原が中出し特区に指定されました (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\とらいあんぐる！","13462968","2013/8/19 2:19"
"(C84) [とりぷるぴんち！ (ひかみいずと)] しょうがないのでみてください (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\とりぷるぴんち！ (ひかみいずと)","33126174","2013/8/24 9:41"
"(C84) [とりぷるぴんち！ (ひかみいずと)] ほーかごお誘い系.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\とりぷるぴんち！ (ひかみいずと)","21764315","2013/8/24 9:42"
"(C84) [とんぷぅら亭 (サエモン)] 榛名にお相手してもらいたい!! (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","33119347","2013/9/29 5:33"
"(C84) [なまえかえたい (九郎)] にこにーぼっち本 -壱- (ラブライブ!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","77944570","2014/9/6 20:44"
"(C84) [なまけもの騎士団 (田中あじ)] アンスイート母　和久井和美　SIDE安達雅史デジタル版vol1[DL版].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\田中あじ","12944522","2013/10/23 11:05"
"(C84) [ねこまた屋] ふーかちゃんはむちぽよかわいい (グリマス).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ねこまた屋 (ねこまたなおみ)","23945868","2013/8/15 10:56"
"(C84) [ねじまきこうげん (きりさわときと)] フヘンノココロ (D.C.～ダ・カーポ～).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ねじまきこうげん (きりさわときと)","79912181","2013/9/27 9:34"
"(C84) [はぽい処 (岡崎武士)] accident (ダンガンロンパ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\はぽい処 (岡崎武士)","51975505","2013/8/21 12:08"
"(C84) [はんなま (添い寝、せれれ)] ホントのわたし (カードキャプターさくら).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","112414639","2015/5/15 13:51"
"(C84) [ばな奈工房 (青ばなな)] 東方駄肉本 ～幻想郷ダイエットセックス～ (東方Project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ばな奈工房 (青ばなな)","15876524","2013/8/21 12:42"
"(C84) [ぱむの巣 (こっぱむ)] ふたなりひばりお全身くすぐりまっ下げの系に処する本 (閃乱カグラ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ぱむの巣 (こっぱむ)","42343852","2013/9/10 21:58"
"(C84) [ひつじ企画 (HISTUJI)] アイドルではないもうひとりの私 (ラブライブ!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","32167968","2013/10/18 1:42"
"(C84) [ひとのふんどし (ゆきよし真水)] 夏期補習2 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ひとのふんどし (ゆきよし真水)","25884751","2013/8/27 2:56"
"(C84) [ひとりでできるもんっ (むにゅう)] おもらし少女望月アリス 5年生 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\むにゅう","11242642","2013/11/17 7:48"
"(C84) [ひょこ道 (ひょころー)] 絶対妹領域2 (俺の妹がこんなに可愛いわけがない).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ひょこ道 (ひょころー )","23365489","2013/8/13 19:14"
"(C84) [ひよりみのソラ (陽寄瑞貴)] はいろイズム スクミズシンドローム vol.0 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ひよりみのソラ (陽寄瑞貴)","14303318","2013/9/8 2:26"
"(C84) [ぴこぴこ亭(いのうえみたん)]とある女王の性的欲求.zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","24109725","2013/9/14 10:13"
"(C84) [ふるるきゅぷり (北原エイジ)] 皇帝の討伐!どら娘 (Fate EXTRA).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ふるるきゅぷり (北原エイジ)","26492784","2013/9/29 1:15"
"(C84) [ふる屋 (TAKE)] 淫獄の聖母 淫夢篇 (ソウルキャリバー) [DL版].zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","57098752","2014/2/25 23:40"
"(C84) [ぶた小屋 (検見川もんど)] たま堕女 (To Heart 2).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","26210849","2013/9/16 3:09"
"(C84) [ぶっかけFC] BUKKAKE本 (ストライクウィッチーズ) [DL版].zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","13192903","2013/8/24 20:15"
"(C84) [ぶるーびーん(要青豆)] C2lemon@Ml (コードギアス).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ぶるーびーん (要青豆)","42722215","2014/10/14 2:34"
"(C84) [へらぶな (いるまかみり)] 討姫伝 巻之壱.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\へらぶな (いるまかみり)","65631439","2013/9/11 3:50"
"(C84) [ぺたパン (あきのそら)] やはり由比ヶ浜結衣はかわいい。(やはり俺の青春ラブコメはまちがっている。).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\あきのそら","121864445","2015/1/30 0:54"
"(C84) [ぽてとさらだ (くりす)] サンマタプラス (ラブプラス).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ぽてとさらだ","77279161","2014/9/7 22:49"
"(C84) [ぽりのしす (しんくうたつや)] REDLEVEL7.5 (よつばと!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","52736108","2013/9/11 3:49"
"(C84) [まごの亭 (夏庵)] フォトメドリ (フォトカノ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\まごの亭 (夏庵)","5477090","2013/10/20 1:22"
"(C84) [まさお屋ン(とまっと)] 2013夏リリカ本 (アルカナハート).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","13992673","2014/10/18 10:46"
"(C84) [ましら堂 (猿駕アキ)]「 茉里（前編）」 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ましら堂 (猿駕アキ)","93736434","2014/4/14 1:01"
"(C84) [まったりハウス (アイツ)] ままらいふW (ラブライブ！).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","27249933","2013/8/18 10:57"
"(C84) [まろん工房 (サガノユウジ)] ゆめのいとなみ (アイドルマスター シンデレラガールズ).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","4520303","2015/2/17 10:49"
"(C84) [みくろぺえじ (黒本君)] ちえりを好き放題しちゃうほん。 (THE IDOLM@STER).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","47827742","2013/9/16 6:59"
"(C84) [みたらし倶楽部 (みたらし侯成)] 秋子さんといっしょ 12 (KANON).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\みたらし倶楽部 (みたらし侯成)","36467379","2013/9/29 1:16"
"(C84) [みっくすふらい (たくろう)] にこにー生えっち (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\みっくすふらい (たくろう)","21917099","2013/10/17 23:06"
"(C84) [むげん@WORKS (秋月秋名)] 金剛これくしょん (艦隊これくしょん-艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\むげん＠WORKS (秋月秋名)","52423865","2013/10/29 4:50"
"(C84) [むこうじまてんろ ] ヴァルキリー 合成されます (パズル&ドラゴンズ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\コトシキ (むこうじまてんろ)","55790282","2014/1/11 14:18"
"(C84) [むしゃぶる (武者サブ)] 君達.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\むしゃぶる (武者サブ)","30548030","2013/8/14 23:52"
"(C84) [めたもる (りょう)] 奈都塚さんの秘密。 vol.4 慢心編.rar","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Forbidden Lips (りょう)","54861931","2014/8/20 14:40"
"(C84) [めたもる (りょう)] 奈都塚さんの秘密。vol.3 幕間編.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Forbidden Lips (りょう)","55189626","2013/8/15 1:16"
"(C84) [もすまん (へんりいだ)] 真夏のおしりびっち +ポストカード+ペーパー (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\もすまん(へんりいだ)","18861258","2013/8/30 9:31"
"(C84) [もっちー王国(もっちー)] ママライブ! (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\もっちー王国 (もっちー)","36385884","2013/9/9 5:50"
"(C84) [ゆずぽん酢 (Kikira)] 牛の嫁入り 爆乳ホルスタイン妻発情母乳噴射 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ゆずぽん酢","16077403","2013/9/20 9:37"
"(C84) [ゆずぽん酢 (あかゐろ)] 勇者とお尻のえろまんが (ドラゴンクエスト).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ゆずぽん酢","22994073","2013/11/1 23:07"
"(C84) [るきるきEXISS (文月晦日)] T&Y。 (ファイナルファンタジー).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\るきるきEXISS (文月晦日)","17564608","2014/5/7 10:07"
"(C84) [るきるきEXISS (文月晦日)] T&Y。 (ファイナルファンタジーVII).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\るきるきEXISS (文月晦日)","25029487","2014/12/23 6:41"
"(C84) [るしえ堂 (jema)] パチェ×たて (東方Project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\るしえ堂 (jema)","8917437","2014/10/13 6:37"
"(C84) [ろ～たり～Engine (神無月元史)] HIGHSCHOOL OF THE DATE (デート・ア・ライブ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ろ～たり～Engine (神無月元史)","20941815","2013/8/16 9:49"
"(C84) [わつき屋 (わつきるみ)] Colors!13 (すーぱーそに子).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\わつき屋 (わつきるみ)","67830979","2013/12/19 7:00"
"(C84) [わんちょ家 (わんちょ)] 梓(10) (けいおん!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\わんちょ家 (わんちょ)","9764548","2013/9/8 2:27"
"(C84) [アクアドライバー (あいのせりん)] 変態王子と二人の可愛い姫様 (変態王子と笑わない猫。).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","12810861","2013/8/17 10:01"
"(C84) [アジサイデンデン (川上六角, 小鳥遊レイ)] in scores (DARKER THAN BLACK).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\アジサイデンデン","210614020","2013/10/20 0:04"
"(C84) [アトリエ丸和 (丸和太郎)] 奥さまは事務員 -音無小鳥編- (アイドルマスター) [Update].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\アトリエ丸和","39562321","2014/7/15 14:54"
"(C84) [アビオン村 (ジョニー)] 東方鬼畜凌辱ボテ腹合同 (東方Project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\アビオン村 (ジョニー)","129258124","2013/11/5 12:43"
"(C84) [アルセノテリス (Rebis, 沈没)] 絶倫勇者と3人のママ (ドラゴンクエスト3) [DL版].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\アルセノテリス(Rebis)","11925390","2013/8/16 1:46"
"(C84) [アレクササンダー (荒草まほん)] GirlS Aloud!! 02 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\アレクササンダー (荒草まほん)","26087404","2013/9/4 6:28"
"(C84) [アレクササンダー (荒草まほん)] GirlS Aloud!! 2.5 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\アレクササンダー (荒草まほん)","6197171","2013/9/4 6:27"
"(C84) [アレマテオレマ (小林由高)] GARIGARI55 (君は淫らな僕の女王).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","7125558","2015/7/27 18:58"
"(C84) [アーカイブ (へち, 真田カナ)] セカンド レイル2 (オリジナル).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","24654176","2014/1/18 23:40"
"(C84) [イナフミン (矢来あきら)] ヒトヅマカリ～人妻借～拘束・絶頂寸止めゲーム 難病のわが子の治療費のためその身を差し出す妻 [DL版].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\矢来あきら (イナフミン)","79134527","2014/4/29 12:40"
"(C84) [イナフミン (矢来あきら)] 倒錯の魔王城！ (はたらく魔王さま！).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\矢来あきら (イナフミン)","43415961","2014/3/20 12:21"
"(C84) [インペリアルチキン (藤坂空樹)] 淫惑艦橋 (宇宙戦艦ヤマト2199).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\インペリアルチキン (藤坂空樹)","16720315","2013/9/16 3:08"
"(C84) [エイホク学園 (折銀)] SONICOMi GRAFFITI BOOK84 (すーぱーそに子).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","10929309","2014/1/5 2:04"
"(C84) [エゴノカタマリ (木村寧都)] Sunny Ray (アイドルマスター ミリオンライブ!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","24650537","2013/8/15 9:05"
"(C84) [エトワール侍 (ゆうの)] すきすき・ミミちゃん (アトリエシリーズ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\エトワール侍","90451324","2014/6/24 10:32"
"(C84) [エレクトリカル (未来電機)] pele blue-green (アイドルマスター).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","33676739","2014/7/15 14:50"
"(C84) [オセロアイス (shuz)] あねとも3.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\オセロアイス (shuz)","90087502","2014/8/2 23:55"
"(C84) [オロリヤ鉛筆堂 (無有利安)] 世界のYAZAWA (ラブライブ！).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\オロリヤ鉛筆堂 (無有利安)","13749804","2013/8/18 1:33"
"(C84) [カイガンセン (坂上 海)] NEOμ's! (ラブライブ!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","19173436","2013/9/1 5:53"
"(C84) [カミナリネコ (えーたろー)] クレイジーマイエンジェル (俺の妹がこんなに可愛いわけがない).rar","J:\_Happy_Lesson\_Manga\Sorted_By_Author\カミナリネコ (えーたろー)","58063091","2014/3/19 12:30"
"(C84) [カンナビス (しまじ)] 肉便器くんの一日 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\カンナビス (しまじ)","25833166","2013/9/8 2:26"
"(C84) [カーテンウォールの家 (鈴宮きりは)] もどかしいの (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\カーテンウォールの家 (鈴宮きりは)","25751072","2013/8/17 9:38"
"(C84) [カーテンウォールの家 (鈴宮きりは)] 夏の本 (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\カーテンウォールの家 (鈴宮きりは)","5800688","2013/8/17 9:35"
"(C84) [キングリボルバー (菊田高次)] 魔法シネマ (魔法少女).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\キングリボルバー (菊田高次)","19150952","2013/8/18 3:51"
"(C84) [ギャンブラー倶楽部 (香坂純)] ドキドキぷにキュア2 (ドキドキ！プリキュア).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","137241711","2013/8/27 2:58"
"(C84) [クランク・イン (水谷とおる)] Floriography ～Rose～.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\クランク・イン (水谷とおる)","39969582","2015/1/5 11:21"
"(C84) [グリーンケチャップ (珍緑)] 星奈と仲良くなった (僕は友達が少ない).rar","J:\_Happy_Lesson\_Manga\Sorted_By_Author\グリーンケチャップ (珍緑)","58382576","2014/3/10 11:30"
"(C84) [ゴロメンツ] Shall we？ (インフィニット・ストラトス).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ヤスイリオスケ(ゴロメンツ)","28708589","2013/8/14 10:25"
"(C84) [サイクロン (冷泉, 和泉)] T-14 3 Tai Choooo (魔法少女リリカルなのは).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\サイクロン (和泉, れいぜい, 冷泉)","84880163","2013/8/25 11:39"
"(C84) [サイクロン (冷泉, 和泉)] T-15 DaaaBiiii (ドキドキ!プリキュア).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\サイクロン (和泉, れいぜい, 冷泉)","14970129","2013/9/5 10:53"
"(C84) [サウンドステッカー (なるさわ景)] チブナイブ (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\サウンドステッカー (なるさわ景)","21559203","2013/8/25 12:01"
"(C84) [サントナナ (佐藤知行)] 乱交船団ガルガンティア (翠星のガルガンティア).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","8405445","2015/7/25 1:13"
"(C84) [シュート・ザ・ムーン (フエタキシ)] たったひとりの傭兵団 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\シュート・ザ・ムーン (フエタキシ)","69042589","2013/8/21 12:26"
"(C84) [シュート・ザ・ムーン (フエタキシ)] 福山さん7 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\シュート・ザ・ムーン (フエタキシ)","40151300","2013/8/13 19:17"
"(C84) [ジャックとニコルソン (のりパチ)] SANDAYEVERYDAYチューデチュデー.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ジャックとニコルソン (のりパチ)","49004432","2014/11/25 2:56"
"(C84) [ジョウ・レン騎士団 (kiasa)] 青子BLUE3 (魔法使いの夜).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ジョウ・レン騎士団 (kiasa)","83746641","2014/1/24 7:27"
"(C84) [スカポン堂 (矢野たくみ)] となりの魔王さま! (はたらく魔王さま!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","30737900","2013/8/21 12:39"
"(C84) [スタジオBIG-X (ありのひろし)] MOUSOU THEATER 42 (とある魔術の禁書目録).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\スタジオBIG-X (ありのひろし)","20282697","2013/8/13 13:47"
"(C84) [スタジオ☆ひまわり] 二次元ド素人娘生中出し 番外編：美少女レスラー アリスちゃん ××才 (東方Project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\スタジオ☆ひまわり","5482212","2013/8/15 20:21"
"(C84) [スタジオ☆ひまわり] 夢の東方タッグHトーナメント2 (東方).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\スタジオ☆ひまわり","160431426","2013/8/27 10:51"
"(C84) [スタジオた～ (狂一郎)] ブリ☆かなファン感謝祭!! (俺の妹がこんなに可愛いわけがない).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\スタジオた～ (狂一郎)","21133655","2013/8/18 1:32"
"(C84) [スタジオひまわり (日向恭介)] 霊夢さんがウチ(居候先)でRQ衣装なんかに着替えるから夜も眠れない!! (東方Project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\スタジオ☆ひまわり (日向恭介)","13740170","2013/8/19 2:24"
"(C84) [スタジオ・ワラビー (深紫'72)] 真姫からの白濁な誘い (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\スタジオ・ワラビー (深紫'72)","38715808","2013/9/10 22:01"
"(C84) [スレッショルド (エクゼター)] 杏トップアイドル (アイドルマスター).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","34022223","2014/9/6 5:53"
"(C84) [セブンスヘブンMAXION, うすべに屋 (MAKI, うすべに桜子)] 15周年記念☆うさだヒカルの極上チェリーハンティング (デ・ジ・キャラット).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\うすべに屋 (うすべに桜子)","5722502","2014/8/2 23:52"
"(C84) [セブンデイズホリディ (篠川あるみ、古我望)] ULTIMARATIO (ソードアート · オンライン).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\セブンデイズホリディ (古我望, 篠川あるみ)","110212686","2013/10/18 10:01"
"(C84) [チームキハラ (もじゃりん)] エリーンペロペロ×6 (TERA).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\チームキハラ (もじゃりん)","41398110","2013/8/21 13:20"
"(C84) [ツマサキレーベル (山崎かずま,左カゲトラ)] コウカンコウガイ.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ツマサキレーベル (山崎かずま,左カゲトラ)","19828463","2013/9/19 23:03"
"(C84) [ドレポール (レオパルド)] レオパル本21 (ウィッチクラフトワークス).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ドレポール (レオパルド)","45869633","2013/10/1 5:35"
"(C84) [ナイロン100% (ナイロン)] Freebitch! (Free!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ナイロン100％(ナイロン)","26247018","2013/9/15 4:59"
"(C84) [ニタ研 (仙道八)] いじめられっ娘咲ちゃんの放課後特別ナカ出し練習 (オリジナル).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","19124443","2013/11/21 5:51"
"(C84) [ネガぽじーぶ] アメリカ産牛肉ちゃん54000グラム (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ネガぽじーぶ (悠木しん, ぶーち)","15362755","2013/10/1 5:34"
"(C84) [ノビタグラフ (いしがな)] 紫吹蘭をトップアイドルに! (アイカツ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ノビタグラフ (いしがな)","59975149","2014/3/23 3:55"
"(C84) [ハイパーピンチ (clover)] サービスタイム (やはり俺の青春ラブコメはまちがっている。).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ハイパーピンチ (clover)","21835436","2013/8/18 1:25"
"(C84) [バス停シャワー (桂井よしあき)] 淫乱SWORD ART SISTER x LOVER (ソードアート · オンライン).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\バス停シャワー(桂井よしあき)","28688551","2013/9/8 21:52"
"(C84) [バブルカンパニー (てんてこ)] ロウリんぐ☆さんだー！ (ロウきゅーぶ!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","27932410","2014/9/6 5:53"
"(C84) [ヒトリタワーブリッジ] きまぐれ彼女 (DOA).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ヒトリタワーブリッジ","11763292","2013/10/1 5:32"
"(C84) [ヒルスタ (平こさか)] 雀龍乱舞三姉妹 (雀龍門).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ヒルスタ (平こさか)","69294748","2014/8/16 9:11"
"(C84) [ピシュ☆ラバ (甘竹朱郎)] はらったまきよったま (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ピシュ☆ラバ (甘竹朱郎)","49734729","2013/9/1 7:03"
"(C84) [フニフニラボ] チチッコビッチ5 (FAIRY TAIL).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\フニフニラボ (たまごろー)","23564336","2013/8/15 10:10"
"(C84) [ブロンコ一人旅 (内々けやき)] 僕の私のスーパーボボッボ大戦UX (スーパーロボット大戦).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\内々けやき(ブロンコ一人旅)","152422581","2013/10/31 23:31"
"(C84) [ブロンコ一人旅 (内々けやき、中村カンコ、日吉ハナ)] 僕の私のスーパーボボッボ大戦UX (スーパーロボット大戦).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\内々けやき(ブロンコ一人旅)","158449750","2014/11/21 12:42"
"(C84) [ホロホロ亭] せっくす!.zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","30424984","2013/11/20 0:58"
"(C84) [ボリビ屋 (さわらの五庵)] 104期女子・性の訓練～イッちゃう女神に俺の巨人が立体機動～ (進撃の巨人) [DL版].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\さわらの五庵(ボリビ屋)","16124757","2013/8/12 14:04"
"(C84) [ポリンキー広場 (堀博昭)] Only-U (咲 -Saki-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\堀博昭","96442994","2013/9/20 22:35"
"(C84) [マツゲアンテナ (舞原マツゲ)] とある快楽の遠隔操作 (とある科学の超電磁砲) [DL版].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\舞原マツゲ(マツゲアンテナ)","38016954","2013/8/17 1:42"
"(C84) [ミグミグ荘 (みぐみぐ)] 真夜中の定期検診.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ミグミグ荘 (みぐみぐ)","10557398","2013/11/17 13:23"
"(C84) [ミュンヒハウゼン症候群 (珠月まや)] ア艦これ (艦隊これくしょん-艦これ-) [空気系☆漢化].zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","9868509","2013/9/8 21:54"
"(C84) [メタボ喫茶異臭騒ぎ (いたちょう)] 俺嫁なのは (魔法少女リリカルなのは).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\メタボ喫茶異臭騒ぎ","86166464","2013/9/20 22:35"
"(C84) [メメ屋 (メメ50)] Let's gero! キュアサニェ吐書 (スマイルプリキュア!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\メメ屋 (メメ50)","77061284","2015/2/25 17:35"
"(C84) [メメ屋 (メメ50)] Let's geroキュアサニェ吐書 (スマイルプリキュア!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\メメ屋 (メメ50)","23413285","2014/1/10 10:11"
"(C84) [メルヘンBOX (よろず)] THE アンダー中学生2 (よろず).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","144508907","2015/2/1 1:30"
